Date,Open,High,Low,Close,Adj Close,Volume
2019-06-10,105.9000015258789,107.55999755859375,105.69000244140625,106.37999725341797,105.1502456665039,565100
2019-06-11,107.41000366210938,107.97000122070312,105.69000244140625,105.8499984741211,104.6263656616211,506600
2019-06-12,105.44999694824219,106.33000183105469,104.83000183105469,105.37000274658203,104.15193176269531,417700
2019-06-13,106.0199966430664,106.30999755859375,105.41999816894531,106.11000061035156,104.88336944580078,646500
2019-06-14,105.94000244140625,106.4000015258789,104.18000030517578,104.23999786376953,103.03499603271484,426400
2019-06-17,104.22000122070312,104.94999694824219,103.4000015258789,104.20999908447266,103.00533294677734,649600
2019-06-18,105.5199966430664,106.19000244140625,104.0,104.12999725341797,102.92625427246094,630200
2019-06-19,104.2699966430664,105.36000061035156,104.01000213623047,105.0199966430664,103.80596923828125,817700
2019-06-20,106.4800033569336,109.31999969482422,106.0999984741211,108.11000061035156,106.86024475097656,1037800
2019-06-21,107.79000091552734,109.87000274658203,106.76000213623047,108.58999633789062,107.3346939086914,1799900
2019-06-24,108.69000244140625,109.04000091552734,107.30999755859375,107.54000091552734,106.29684448242188,894000
2019-06-25,107.63999938964844,108.97000122070312,107.25,107.47000122070312,106.22764587402344,743000
2019-06-26,108.04000091552734,108.94999694824219,107.9800033569336,108.61000061035156,107.35446166992188,579400
2019-06-27,108.70999908447266,110.54000091552734,108.3499984741211,110.4000015258789,109.12377166748047,631300
2019-06-28,110.91000366210938,111.41999816894531,110.04000091552734,111.0,109.71683502197266,2185700
2019-07-01,112.94999694824219,113.58999633789062,111.41000366210938,112.52999877929688,111.22915649414062,786100
2019-07-02,112.56999969482422,113.23999786376953,112.16000366210938,112.7300033569336,111.42684173583984,728800
2019-07-03,112.95999908447266,114.33999633789062,112.77999877929688,113.54000091552734,112.22747802734375,612500
2019-07-05,113.22000122070312,113.93000030517578,112.52999877929688,113.79000091552734,112.4745864868164,645600
2019-07-08,113.08999633789062,113.08999633789062,110.12000274658203,110.4000015258789,109.12377166748047,719800
2019-07-09,109.62999725341797,113.11000061035156,109.29000091552734,112.76000213623047,111.45648956298828,1241000
2019-07-10,113.13999938964844,113.7699966430664,111.72000122070312,112.45999908447266,111.15996551513672,827800
2019-07-11,112.69000244140625,113.83999633789062,111.13999938964844,113.56999969482422,112.25713348388672,660800
2019-07-12,113.75,116.33999633789062,113.6500015258789,116.22000122070312,114.87650299072266,655200
2019-07-15,116.22000122070312,116.47000122070312,115.0,115.91999816894531,114.57996368408203,985900
2019-07-16,115.56999969482422,115.91999816894531,114.05000305175781,114.36000061035156,113.03799438476562,867600
2019-07-17,114.13999938964844,114.5999984741211,113.37999725341797,113.4800033569336,112.16817474365234,650600
2019-07-18,113.19000244140625,113.41999816894531,111.3499984741211,112.41000366210938,111.11054229736328,1109600
2019-07-19,112.98999786376953,114.55000305175781,112.51000213623047,112.51000213623047,111.20938110351562,619200
2019-07-22,113.23999786376953,113.52999877929688,112.23999786376953,112.30999755859375,111.0116958618164,584200
2019-07-23,112.80000305175781,113.72000122070312,112.1500015258789,113.66000366210938,112.3460922241211,585300
2019-07-24,113.20999908447266,114.05000305175781,112.83000183105469,113.5999984741211,112.28678894042969,606800
2019-07-25,113.0,114.48999786376953,112.45999908447266,114.20999908447266,112.88973236083984,422000
2019-07-26,115.62999725341797,115.9800033569336,114.36000061035156,114.44000244140625,113.11707305908203,418400
2019-07-29,114.38999938964844,114.5199966430664,112.58999633789062,112.91000366210938,111.60476684570312,704600
2019-07-30,112.55999755859375,113.97000122070312,112.11000061035156,113.58000183105469,112.26701354980469,1370700
2019-07-31,115.19999694824219,119.72000122070312,115.19999694824219,118.16000366210938,116.7940673828125,1102800
2019-08-01,118.5,120.81999969482422,117.80000305175781,118.5199966430664,117.14990997314453,1312600
2019-08-02,117.44000244140625,117.62999725341797,113.77999877929688,116.33999633789062,114.99510192871094,795200
2019-08-05,111.69000244140625,111.83999633789062,106.8499984741211,107.52999877929688,106.28695678710938,978300
2019-08-06,108.02999877929688,109.25,107.83000183105469,108.33999633789062,107.08758544921875,804300
2019-08-07,106.72000122070312,109.1500015258789,105.98999786376953,108.6500015258789,107.39401245117188,633800
2019-08-08,109.95999908447266,113.06999969482422,109.5,112.69999694824219,111.39717864990234,1462600
2019-08-09,111.93000030517578,115.3499984741211,111.02999877929688,114.7300033569336,113.40372467041016,727100
2019-08-12,114.0,114.37999725341797,111.93000030517578,112.36000061035156,111.06111907958984,479200
2019-08-13,112.01000213623047,114.62999725341797,110.87999725341797,113.3499984741211,112.03968048095703,700000
2019-08-14,110.7300033569336,112.08999633789062,109.73999786376953,110.01000213623047,108.73828125,552300
2019-08-15,109.9000015258789,110.68000030517578,108.3499984741211,108.72000122070312,107.46320343017578,505700
2019-08-16,109.29000091552734,112.29000091552734,109.06999969482422,111.69000244140625,110.39886474609375,502200
2019-08-19,113.3499984741211,115.88999938964844,113.02999877929688,114.30999755859375,112.98857116699219,713100
2019-08-20,114.58999633789062,115.4000015258789,113.5999984741211,113.7300033569336,112.415283203125,371400
2019-08-21,114.7699966430664,116.69000244140625,114.36000061035156,115.87999725341797,114.54042053222656,325100
2019-08-22,115.95999908447266,117.94999694824219,115.31999969482422,116.5199966430664,115.17302703857422,508000
2019-08-23,115.22000122070312,115.70999908447266,111.75,112.2300033569336,111.21419525146484,510000
2019-08-26,114.1500015258789,114.1500015258789,111.91000366210938,112.7699966430664,111.74929809570312,603400
2019-08-27,113.72000122070312,113.97000122070312,112.48999786376953,112.58000183105469,111.56101989746094,801900
2019-08-28,112.13999938964844,112.48999786376953,111.5,111.7300033569336,110.71871185302734,588300
2019-08-29,113.62999725341797,115.25,113.62999725341797,114.69999694824219,113.66183471679688,768100
2019-08-30,115.52999877929688,116.5,113.58999633789062,115.5,114.45458984375,1099700
2019-09-03,115.5199966430664,116.33000183105469,113.94999694824219,116.0199966430664,114.96988677978516,709700
2019-09-04,117.0199966430664,118.6500015258789,116.69999694824219,118.05999755859375,116.99141693115234,903200
2019-09-05,119.2699966430664,119.98999786376953,117.58999633789062,118.47000122070312,117.39771270751953,581700
2019-09-06,118.91000366210938,118.91000366210938,117.55000305175781,118.38999938964844,117.31843566894531,659700
2019-09-09,119.0,119.31999969482422,116.6500015258789,117.51000213623047,116.44639587402344,590400
2019-09-10,116.6500015258789,116.87000274658203,110.76000213623047,111.5,110.49079895019531,968300
2019-09-11,111.75,112.91999816894531,110.08999633789062,112.80999755859375,111.78893280029297,695600
2019-09-12,112.77999877929688,114.62000274658203,111.05999755859375,114.31999969482422,113.28527069091797,661000
2019-09-13,113.88999938964844,113.9800033569336,110.97000122070312,111.70999908447266,110.69889831542969,957400
2019-09-16,111.5999984741211,116.0199966430664,110.5199966430664,113.0,111.97721862792969,1174000
2019-09-17,112.68000030517578,114.62000274658203,111.0,113.80000305175781,112.76998138427734,739100
2019-09-18,121.0,122.19999694824219,118.79000091552734,120.37999725341797,119.29042053222656,7389300
2019-09-19,119.88999938964844,122.91000366210938,119.63999938964844,121.80000305175781,120.69757080078125,3147500
2019-09-20,122.06999969482422,122.38999938964844,118.83999633789062,121.05999755859375,119.96427154541016,24549400
2019-09-23,120.87999725341797,121.76000213623047,119.20999908447266,119.33999633789062,118.25983428955078,2503000
